,WordForm,LemmaCase,Frequency,Cues,Outcomes
2652,tijelima,telo_loc_Pl,7,"('#t', 'ti', 'ij', 'je', 'el', 'li', 'im', 'ma', 'a#')","('telo', 'loc', 'Pl')"
2653,ti{ina,ti{ina_nom_Sg,336,"('#t', 'ti', 'i{', '{i', 'in', 'na', 'a#')","('ti{ina', 'nom', 'Sg')"
2654,ti{ine,ti{ina_gen_Sg,184,"('#t', 'ti', 'i{', '{i', 'in', 'ne', 'e#')","('ti{ina', 'gen', 'Sg')"
2655,ti{ini,ti{ina_dat_Sg,14,"('#t', 'ti', 'i{', '{i', 'in', 'ni', 'i#')","('ti{ina', 'dat', 'Sg')"
2656,ti{inu,ti{ina_acc_Sg,187,"('#t', 'ti', 'i{', '{i', 'in', 'nu', 'u#')","('ti{ina', 'acc', 'Sg')"
2657,ti{inom,ti{ina_ins_Sg,61,"('#t', 'ti', 'i{', '{i', 'in', 'no', 'om', 'm#')","('ti{ina', 'ins', 'Sg')"
2658,ti{ini,ti{ina_loc_Sg,146,"('#t', 'ti', 'i{', '{i', 'in', 'ni', 'i#')","('ti{ina', 'loc', 'Sg')"
2659,ti{ine,ti{ina_nom_Pl,43,"('#t', 'ti', 'i{', '{i', 'in', 'ne', 'e#')","('ti{ina', 'nom', 'Pl')"
2660,ti{ina,ti{ina_gen_Pl,40,"('#t', 'ti', 'i{', '{i', 'in', 'na', 'a#')","('ti{ina', 'gen', 'Pl')"
2661,ti{inama,ti{ina_dat_Pl,1,"('#t', 'ti', 'i{', '{i', 'in', 'na', 'am', 'ma', 'a#')","('ti{ina', 'dat', 'Pl')"
2662,ti{ine,ti{ina_acc_Pl,30,"('#t', 'ti', 'i{', '{i', 'in', 'ne', 'e#')","('ti{ina', 'acc', 'Pl')"
2663,ti{inama,ti{ina_ins_Pl,7,"('#t', 'ti', 'i{', '{i', 'in', 'na', 'am', 'ma', 'a#')","('ti{ina', 'ins', 'Pl')"
2664,ti{inama,ti{ina_loc_Pl,9,"('#t', 'ti', 'i{', '{i', 'in', 'na', 'am', 'ma', 'a#')","('ti{ina', 'loc', 'Pl')"
2665,trag,trag_nom_Sg,117,"('#t', 'tr', 'ra', 'ag', 'g#')","('trag', 'nom', 'Sg')"
2666,traga,trag_gen_Sg,83,"('#t', 'tr', 'ra', 'ag', 'ga', 'a#')","('trag', 'gen', 'Sg')"
2667,tragu,trag_dat_Sg,4,"('#t', 'tr', 'ra', 'ag', 'gu', 'u#')","('trag', 'dat', 'Sg')"
2668,trag,trag_acc_Sg,138,"('#t', 'tr', 'ra', 'ag', 'g#')","('trag', 'acc', 'Sg')"
2669,tragom,trag_ins_Sg,78,"('#t', 'tr', 'ra', 'ag', 'go', 'om', 'm#')","('trag', 'ins', 'Sg')"
2670,tragu,trag_loc_Sg,44,"('#t', 'tr', 'ra', 'ag', 'gu', 'u#')","('trag', 'loc', 'Sg')"
2671,tragovi,trag_nom_Pl,54,"('#t', 'tr', 'ra', 'ag', 'go', 'ov', 'vi', 'i#')","('trag', 'nom', 'Pl')"
2672,tragova,trag_gen_Pl,15,"('#t', 'tr', 'ra', 'ag', 'go', 'ov', 'va', 'a#')","('trag', 'gen', 'Pl')"
2673,tragovima,trag_dat_Pl,2,"('#t', 'tr', 'ra', 'ag', 'go', 'ov', 'vi', 'im', 'ma', 'a#')","('trag', 'dat', 'Pl')"
2674,tragove,trag_acc_Pl,69,"('#t', 'tr', 'ra', 'ag', 'go', 'ov', 've', 'e#')","('trag', 'acc', 'Pl')"
2675,tragovima,trag_ins_Pl,15,"('#t', 'tr', 'ra', 'ag', 'go', 'ov', 'vi', 'im', 'ma', 'a#')","('trag', 'ins', 'Pl')"
2676,tragovima,trag_loc_Pl,4,"('#t', 'tr', 'ra', 'ag', 'go', 'ov', 'vi', 'im', 'ma', 'a#')","('trag', 'loc', 'Pl')"
2677,trava,trava_nom_Sg,317,"('#t', 'tr', 'ra', 'av', 'va', 'a#')","('trava', 'nom', 'Sg')"
2678,trave,trava_gen_Sg,192,"('#t', 'tr', 'ra', 'av', 've', 'e#')","('trava', 'gen', 'Sg')"
2679,travi,trava_dat_Sg,28,"('#t', 'tr', 'ra', 'av', 'vi', 'i#')","('trava', 'dat', 'Sg')"
2680,travu,trava_acc_Sg,152,"('#t', 'tr', 'ra', 'av', 'vu', 'u#')","('trava', 'acc', 'Sg')"
2681,travom,trava_ins_Sg,71,"('#t', 'tr', 'ra', 'av', 'vo', 'om', 'm#')","('trava', 'ins', 'Sg')"
2682,travi,trava_loc_Sg,246,"('#t', 'tr', 'ra', 'av', 'vi', 'i#')","('trava', 'loc', 'Sg')"
2683,trave,trava_nom_Pl,119,"('#t', 'tr', 'ra', 'av', 've', 'e#')","('trava', 'nom', 'Pl')"
2684,trava,trava_gen_Pl,164,"('#t', 'tr', 'ra', 'av', 'va', 'a#')","('trava', 'gen', 'Pl')"
2685,travama,trava_dat_Pl,13,"('#t', 'tr', 'ra', 'av', 'va', 'am', 'ma', 'a#')","('trava', 'dat', 'Pl')"
2686,trave,trava_acc_Pl,98,"('#t', 'tr', 'ra', 'av', 've', 'e#')","('trava', 'acc', 'Pl')"
2687,travama,trava_ins_Pl,17,"('#t', 'tr', 'ra', 'av', 'va', 'am', 'ma', 'a#')","('trava', 'ins', 'Pl')"
2688,travama,trava_loc_Pl,22,"('#t', 'tr', 'ra', 'av', 'va', 'am', 'ma', 'a#')","('trava', 'loc', 'Pl')"
2689,tre{wa,tre{wa_nom_Sg,30,"('#t', 'tr', 're', 'e{', '{w', 'wa', 'a#')","('tre{wa', 'nom', 'Sg')"
2690,tre{we,tre{wa_gen_Sg,13,"('#t', 'tr', 're', 'e{', '{w', 'we', 'e#')","('tre{wa', 'gen', 'Sg')"
2691,tre{wi,tre{wa_dat_Sg,2,"('#t', 'tr', 're', 'e{', '{w', 'wi', 'i#')","('tre{wa', 'dat', 'Sg')"
2692,tre{wu,tre{wa_acc_Sg,3,"('#t', 'tr', 're', 'e{', '{w', 'wu', 'u#')","('tre{wa', 'acc', 'Sg')"
2693,tre{wom,tre{wa_ins_Sg,6,"('#t', 'tr', 're', 'e{', '{w', 'wo', 'om', 'm#')","('tre{wa', 'ins', 'Sg')"
2694,tre{wi,tre{wa_loc_Sg,2,"('#t', 'tr', 're', 'e{', '{w', 'wi', 'i#')","('tre{wa', 'loc', 'Sg')"
2695,tre{we,tre{wa_nom_Pl,21,"('#t', 'tr', 're', 'e{', '{w', 'we', 'e#')","('tre{wa', 'nom', 'Pl')"
2696,tre{awa,tre{wa_gen_Pl,10,"('#t', 'tr', 're', 'e{', '{a', 'aw', 'wa', 'a#')","('tre{wa', 'gen', 'Pl')"
2697,tre{wama,tre{wa_dat_Pl,1,"('#t', 'tr', 're', 'e{', '{w', 'wa', 'am', 'ma', 'a#')","('tre{wa', 'dat', 'Pl')"
2698,tre{we,tre{wa_acc_Pl,21,"('#t', 'tr', 're', 'e{', '{w', 'we', 'e#')","('tre{wa', 'acc', 'Pl')"
2699,tre{wama,tre{wa_ins_Pl,11,"('#t', 'tr', 're', 'e{', '{w', 'wa', 'am', 'ma', 'a#')","('tre{wa', 'ins', 'Pl')"
2700,tre{wama,tre{wa_loc_Pl,6,"('#t', 'tr', 're', 'e{', '{w', 'wa', 'am', 'ma', 'a#')","('tre{wa', 'loc', 'Pl')"
2701,trenutak,trenutak_nom_Sg,69,"('#t', 'tr', 're', 'en', 'nu', 'ut', 'ta', 'ak', 'k#')","('trenutak', 'nom', 'Sg')"
2702,trenutka,trenutak_gen_Sg,86,"('#t', 'tr', 're', 'en', 'nu', 'ut', 'tk', 'ka', 'a#')","('trenutak', 'gen', 'Sg')"
2703,trenutku,trenutak_dat_Sg,2,"('#t', 'tr', 're', 'en', 'nu', 'ut', 'tk', 'ku', 'u#')","('trenutak', 'dat', 'Sg')"
2704,trenutak,trenutak_acc_Sg,112,"('#t', 'tr', 're', 'en', 'nu', 'ut', 'ta', 'ak', 'k#')","('trenutak', 'acc', 'Sg')"
2705,trenutkom,trenutak_ins_Sg,3,"('#t', 'tr', 're', 'en', 'nu', 'ut', 'tk', 'ko', 'om', 'm#')","('trenutak', 'ins', 'Sg')"
2706,trenutku,trenutak_loc_Sg,147,"('#t', 'tr', 're', 'en', 'nu', 'ut', 'tk', 'ku', 'u#')","('trenutak', 'loc', 'Sg')"
2707,trenuci,trenutak_nom_Pl,30,"('#t', 'tr', 're', 'en', 'nu', 'uc', 'ci', 'i#')","('trenutak', 'nom', 'Pl')"
2708,trenutaka,trenutak_gen_Pl,26,"('#t', 'tr', 're', 'en', 'nu', 'ut', 'ta', 'ak', 'ka', 'a#')","('trenutak', 'gen', 'Pl')"
2709,trenutcima,trenutak_dat_Pl,1,"('#t', 'tr', 're', 'en', 'nu', 'ut', 'tc', 'ci', 'im', 'ma', 'a#')","('trenutak', 'dat', 'Pl')"
2710,trenutke,trenutak_acc_Pl,24,"('#t', 'tr', 're', 'en', 'nu', 'ut', 'tk', 'ke', 'e#')","('trenutak', 'acc', 'Pl')"
2711,trenucima,trenutak_ins_Pl,1,"('#t', 'tr', 're', 'en', 'nu', 'uc', 'ci', 'im', 'ma', 'a#')","('trenutak', 'ins', 'Pl')"
2712,trenucima,trenutak_loc_Pl,16,"('#t', 'tr', 're', 'en', 'nu', 'uc', 'ci', 'im', 'ma', 'a#')","('trenutak', 'loc', 'Pl')"
2713,tuga,tuga_nom_Sg,387,"('#t', 'tu', 'ug', 'ga', 'a#')","('tuga', 'nom', 'Sg')"
2714,tuge,tuga_gen_Sg,274,"('#t', 'tu', 'ug', 'ge', 'e#')","('tuga', 'gen', 'Sg')"
2715,tuzi,tuga_dat_Sg,14,"('#t', 'tu', 'uz', 'zi', 'i#')","('tuga', 'dat', 'Sg')"
2716,tugu,tuga_acc_Sg,294,"('#t', 'tu', 'ug', 'gu', 'u#')","('tuga', 'acc', 'Sg')"
2717,tugom,tuga_ins_Sg,153,"('#t', 'tu', 'ug', 'go', 'om', 'm#')","('tuga', 'ins', 'Sg')"
2718,tuzi,tuga_loc_Sg,49,"('#t', 'tu', 'uz', 'zi', 'i#')","('tuga', 'loc', 'Sg')"
2719,tuge,tuga_nom_Pl,36,"('#t', 'tu', 'ug', 'ge', 'e#')","('tuga', 'nom', 'Pl')"
2720,tuga,tuga_gen_Pl,23,"('#t', 'tu', 'ug', 'ga', 'a#')","('tuga', 'gen', 'Pl')"
2721,tugama,tuga_dat_Pl,1,"('#t', 'tu', 'ug', 'ga', 'am', 'ma', 'a#')","('tuga', 'dat', 'Pl')"
2722,tuge,tuga_acc_Pl,33,"('#t', 'tu', 'ug', 'ge', 'e#')","('tuga', 'acc', 'Pl')"
2723,tugama,tuga_ins_Pl,3,"('#t', 'tu', 'ug', 'ga', 'am', 'ma', 'a#')","('tuga', 'ins', 'Pl')"
2724,tugama,tuga_loc_Pl,5,"('#t', 'tu', 'ug', 'ga', 'am', 'ma', 'a#')","('tuga', 'loc', 'Pl')"
2725,ugao,ugao_nom_Sg,32,"('#u', 'ug', 'ga', 'ao', 'o#')","('ugao', 'nom', 'Sg')"
2726,ugla,ugao_gen_Sg,53,"('#u', 'ug', 'gl', 'la', 'a#')","('ugao', 'gen', 'Sg')"
2727,uglu,ugao_dat_Sg,1,"('#u', 'ug', 'gl', 'lu', 'u#')","('ugao', 'dat', 'Sg')"
2728,ugao,ugao_acc_Sg,32,"('#u', 'ug', 'ga', 'ao', 'o#')","('ugao', 'acc', 'Sg')"
2729,uglom,ugao_ins_Sg,16,"('#u', 'ug', 'gl', 'lo', 'om', 'm#')","('ugao', 'ins', 'Sg')"
2730,uglu,ugao_loc_Sg,114,"('#u', 'ug', 'gl', 'lu', 'u#')","('ugao', 'loc', 'Sg')"
2731,uglovi,ugao_nom_Pl,10,"('#u', 'ug', 'gl', 'lo', 'ov', 'vi', 'i#')","('ugao', 'nom', 'Pl')"
2732,uglova,ugao_gen_Pl,18,"('#u', 'ug', 'gl', 'lo', 'ov', 'va', 'a#')","('ugao', 'gen', 'Pl')"
2733,uglovima,ugao_dat_Pl,2,"('#u', 'ug', 'gl', 'lo', 'ov', 'vi', 'im', 'ma', 'a#')","('ugao', 'dat', 'Pl')"
2734,uglove,ugao_acc_Pl,13,"('#u', 'ug', 'gl', 'lo', 'ov', 've', 'e#')","('ugao', 'acc', 'Pl')"
2735,uglovima,ugao_ins_Pl,3,"('#u', 'ug', 'gl', 'lo', 'ov', 'vi', 'im', 'ma', 'a#')","('ugao', 'ins', 'Pl')"
2736,uglovima,ugao_loc_Pl,20,"('#u', 'ug', 'gl', 'lo', 'ov', 'vi', 'im', 'ma', 'a#')","('ugao', 'loc', 'Pl')"
2737,ugovor,ugovor_nom_Sg,42,"('#u', 'ug', 'go', 'ov', 'vo', 'or', 'r#')","('ugovor', 'nom', 'Sg')"
2738,ugovora,ugovor_gen_Sg,148,"('#u', 'ug', 'go', 'ov', 'vo', 'or', 'ra', 'a#')","('ugovor', 'gen', 'Sg')"
2739,ugovoru,ugovor_dat_Sg,4,"('#u', 'ug', 'go', 'ov', 'vo', 'or', 'ru', 'u#')","('ugovor', 'dat', 'Sg')"
2740,ugovor,ugovor_acc_Sg,44,"('#u', 'ug', 'go', 'ov', 'vo', 'or', 'r#')","('ugovor', 'acc', 'Sg')"
2741,ugovorom,ugovor_ins_Sg,24,"('#u', 'ug', 'go', 'ov', 'vo', 'or', 'ro', 'om', 'm#')","('ugovor', 'ins', 'Sg')"
2742,ugovoru,ugovor_loc_Sg,15,"('#u', 'ug', 'go', 'ov', 'vo', 'or', 'ru', 'u#')","('ugovor', 'loc', 'Sg')"
2743,ugovori,ugovor_nom_Pl,10,"('#u', 'ug', 'go', 'ov', 'vo', 'or', 'ri', 'i#')","('ugovor', 'nom', 'Pl')"
2744,ugovora,ugovor_gen_Pl,50,"('#u', 'ug', 'go', 'ov', 'vo', 'or', 'ra', 'a#')","('ugovor', 'gen', 'Pl')"
2745,ugovorima,ugovor_dat_Pl,1,"('#u', 'ug', 'go', 'ov', 'vo', 'or', 'ri', 'im', 'ma', 'a#')","('ugovor', 'dat', 'Pl')"
2746,ugovore,ugovor_acc_Pl,18,"('#u', 'ug', 'go', 'ov', 'vo', 'or', 're', 'e#')","('ugovor', 'acc', 'Pl')"
2747,ugovorima,ugovor_ins_Pl,6,"('#u', 'ug', 'go', 'ov', 'vo', 'or', 'ri', 'im', 'ma', 'a#')","('ugovor', 'ins', 'Pl')"
2748,ugovorima,ugovor_loc_Pl,1,"('#u', 'ug', 'go', 'ov', 'vo', 'or', 'ri', 'im', 'ma', 'a#')","('ugovor', 'loc', 'Pl')"
2749,uho,uho_nom_Sg,23,"('#u', 'uh', 'ho', 'o#')","('uho', 'nom', 'Sg')"
2750,uha,uho_gen_Sg,39,"('#u', 'uh', 'ha', 'a#')","('uho', 'gen', 'Sg')"
2751,uhu,uho_dat_Sg,11,"('#u', 'uh', 'hu', 'u#')","('uho', 'dat', 'Sg')"
2752,uho,uho_acc_Sg,58,"('#u', 'uh', 'ho', 'o#')","('uho', 'acc', 'Sg')"
2753,uhom,uho_ins_Sg,13,"('#u', 'uh', 'ho', 'om', 'm#')","('uho', 'ins', 'Sg')"
2754,uhu,uho_loc_Sg,17,"('#u', 'uh', 'hu', 'u#')","('uho', 'loc', 'Sg')"
2755,u{i,uho_nom_Pl,27,"('#u', 'u{', '{i', 'i#')","('uho', 'nom', 'Pl')"
2756,u{iju,uho_gen_Pl,8,"('#u', 'u{', '{i', 'ij', 'ju', 'u#')","('uho', 'gen', 'Pl')"
2757,u{ima,uho_dat_Pl,1,"('#u', 'u{', '{i', 'im', 'ma', 'a#')","('uho', 'dat', 'Pl')"
2758,u{i,uho_acc_Pl,50,"('#u', 'u{', '{i', 'i#')","('uho', 'acc', 'Pl')"
2759,u{ima,uho_ins_Pl,7,"('#u', 'u{', '{i', 'im', 'ma', 'a#')","('uho', 'ins', 'Pl')"
2760,u{ima,uho_loc_Pl,16,"('#u', 'u{', '{i', 'im', 'ma', 'a#')","('uho', 'loc', 'Pl')"
2761,ulica,ulica_nom_Sg,432,"('#u', 'ul', 'li', 'ic', 'ca', 'a#')","('ulica', 'nom', 'Sg')"
2762,ulice,ulica_gen_Sg,167,"('#u', 'ul', 'li', 'ic', 'ce', 'e#')","('ulica', 'gen', 'Sg')"
2763,ulici,ulica_dat_Sg,11,"('#u', 'ul', 'li', 'ic', 'ci', 'i#')","('ulica', 'dat', 'Sg')"
2764,ulicu,ulica_acc_Sg,105,"('#u', 'ul', 'li', 'ic', 'cu', 'u#')","('ulica', 'acc', 'Sg')"
2765,ulicom,ulica_ins_Sg,186,"('#u', 'ul', 'li', 'ic', 'co', 'om', 'm#')","('ulica', 'ins', 'Sg')"
2766,ulici,ulica_loc_Sg,290,"('#u', 'ul', 'li', 'ic', 'ci', 'i#')","('ulica', 'loc', 'Sg')"
2767,ulice,ulica_nom_Pl,149,"('#u', 'ul', 'li', 'ic', 'ce', 'e#')","('ulica', 'nom', 'Pl')"
2768,ulica,ulica_gen_Pl,151,"('#u', 'ul', 'li', 'ic', 'ca', 'a#')","('ulica', 'gen', 'Pl')"
2769,ulicama,ulica_dat_Pl,9,"('#u', 'ul', 'li', 'ic', 'ca', 'am', 'ma', 'a#')","('ulica', 'dat', 'Pl')"
2770,ulice,ulica_acc_Pl,109,"('#u', 'ul', 'li', 'ic', 'ce', 'e#')","('ulica', 'acc', 'Pl')"
2771,ulicama,ulica_ins_Pl,128,"('#u', 'ul', 'li', 'ic', 'ca', 'am', 'ma', 'a#')","('ulica', 'ins', 'Pl')"
2772,ulicama,ulica_loc_Pl,95,"('#u', 'ul', 'li', 'ic', 'ca', 'am', 'ma', 'a#')","('ulica', 'loc', 'Pl')"
2773,uloga,uloga_nom_Sg,58,"('#u', 'ul', 'lo', 'og', 'ga', 'a#')","('uloga', 'nom', 'Sg')"
2774,uloge,uloga_gen_Sg,19,"('#u', 'ul', 'lo', 'og', 'ge', 'e#')","('uloga', 'gen', 'Sg')"
2775,ulozi,uloga_dat_Sg,4,"('#u', 'ul', 'lo', 'oz', 'zi', 'i#')","('uloga', 'dat', 'Sg')"
2776,ulogu,uloga_acc_Sg,118,"('#u', 'ul', 'lo', 'og', 'gu', 'u#')","('uloga', 'acc', 'Sg')"
2777,ulogom,uloga_ins_Sg,5,"('#u', 'ul', 'lo', 'og', 'go', 'om', 'm#')","('uloga', 'ins', 'Sg')"
2778,ulozi,uloga_loc_Sg,27,"('#u', 'ul', 'lo', 'oz', 'zi', 'i#')","('uloga', 'loc', 'Sg')"
2779,uloge,uloga_nom_Pl,3,"('#u', 'ul', 'lo', 'og', 'ge', 'e#')","('uloga', 'nom', 'Pl')"
2780,uloga,uloga_gen_Pl,8,"('#u', 'ul', 'lo', 'og', 'ga', 'a#')","('uloga', 'gen', 'Pl')"
2781,ulogama,uloga_dat_Pl,1,"('#u', 'ul', 'lo', 'og', 'ga', 'am', 'ma', 'a#')","('uloga', 'dat', 'Pl')"
2782,uloge,uloga_acc_Pl,16,"('#u', 'ul', 'lo', 'og', 'ge', 'e#')","('uloga', 'acc', 'Pl')"
2783,ulogama,uloga_ins_Pl,1,"('#u', 'ul', 'lo', 'og', 'ga', 'am', 'ma', 'a#')","('uloga', 'ins', 'Pl')"
2784,ulogama,uloga_loc_Pl,7,"('#u', 'ul', 'lo', 'og', 'ga', 'am', 'ma', 'a#')","('uloga', 'loc', 'Pl')"
2785,uputstvo,uputstvo_nom_Sg,14,"('#u', 'up', 'pu', 'ut', 'ts', 'st', 'tv', 'vo', 'o#')","('uputstvo', 'nom', 'Sg')"
2786,uputstva,uputstvo_gen_Sg,6,"('#u', 'up', 'pu', 'ut', 'ts', 'st', 'tv', 'va', 'a#')","('uputstvo', 'gen', 'Sg')"
2787,uputstvu,uputstvo_dat_Sg,1,"('#u', 'up', 'pu', 'ut', 'ts', 'st', 'tv', 'vu', 'u#')","('uputstvo', 'dat', 'Sg')"
2788,uputstvo,uputstvo_acc_Sg,14,"('#u', 'up', 'pu', 'ut', 'ts', 'st', 'tv', 'vo', 'o#')","('uputstvo', 'acc', 'Sg')"
2789,uputstvom,uputstvo_ins_Sg,1,"('#u', 'up', 'pu', 'ut', 'ts', 'st', 'tv', 'vo', 'om', 'm#')","('uputstvo', 'ins', 'Sg')"
2790,uputstvu,uputstvo_loc_Sg,10,"('#u', 'up', 'pu', 'ut', 'ts', 'st', 'tv', 'vu', 'u#')","('uputstvo', 'loc', 'Sg')"
2791,uputstva,uputstvo_nom_Pl,6,"('#u', 'up', 'pu', 'ut', 'ts', 'st', 'tv', 'va', 'a#')","('uputstvo', 'nom', 'Pl')"
2792,uputstava,uputstvo_gen_Pl,7,"('#u', 'up', 'pu', 'ut', 'ts', 'st', 'ta', 'av', 'va', 'a#')","('uputstvo', 'gen', 'Pl')"
2793,uputstvima,uputstvo_dat_Pl,3,"('#u', 'up', 'pu', 'ut', 'ts', 'st', 'tv', 'vi', 'im', 'ma', 'a#')","('uputstvo', 'dat', 'Pl')"
2794,uputstva,uputstvo_acc_Pl,19,"('#u', 'up', 'pu', 'ut', 'ts', 'st', 'tv', 'va', 'a#')","('uputstvo', 'acc', 'Pl')"
2795,uputstvima,uputstvo_ins_Pl,2,"('#u', 'up', 'pu', 'ut', 'ts', 'st', 'tv', 'vi', 'im', 'ma', 'a#')","('uputstvo', 'ins', 'Pl')"
2796,uputstvima,uputstvo_loc_Pl,9,"('#u', 'up', 'pu', 'ut', 'ts', 'st', 'tv', 'vi', 'im', 'ma', 'a#')","('uputstvo', 'loc', 'Pl')"
2797,usna,usna_nom_Sg,40,"('#u', 'us', 'sn', 'na', 'a#')","('usna', 'nom', 'Sg')"
2798,usne,usna_gen_Sg,55,"('#u', 'us', 'sn', 'ne', 'e#')","('usna', 'gen', 'Sg')"
2799,usni,usna_dat_Sg,8,"('#u', 'us', 'sn', 'ni', 'i#')","('usna', 'dat', 'Sg')"
2800,usnu,usna_acc_Sg,18,"('#u', 'us', 'sn', 'nu', 'u#')","('usna', 'acc', 'Sg')"
2801,usnom,usna_ins_Sg,39,"('#u', 'us', 'sn', 'no', 'om', 'm#')","('usna', 'ins', 'Sg')"
2802,usni,usna_loc_Sg,52,"('#u', 'us', 'sn', 'ni', 'i#')","('usna', 'loc', 'Sg')"
2803,usne,usna_nom_Pl,149,"('#u', 'us', 'sn', 'ne', 'e#')","('usna', 'nom', 'Pl')"
2804,usana,usna_gen_Pl,126,"('#u', 'us', 'sa', 'an', 'na', 'a#')","('usna', 'gen', 'Pl')"
2805,usnama,usna_dat_Pl,5,"('#u', 'us', 'sn', 'na', 'am', 'ma', 'a#')","('usna', 'dat', 'Pl')"
2806,usne,usna_acc_Pl,164,"('#u', 'us', 'sn', 'ne', 'e#')","('usna', 'acc', 'Pl')"
2807,usnama,usna_ins_Pl,71,"('#u', 'us', 'sn', 'na', 'am', 'ma', 'a#')","('usna', 'ins', 'Pl')"
2808,usnama,usna_loc_Pl,84,"('#u', 'us', 'sn', 'na', 'am', 'ma', 'a#')","('usna', 'loc', 'Pl')"
2809,uspeh,uspeh_nom_Sg,68,"('#u', 'us', 'sp', 'pe', 'eh', 'h#')","('uspeh', 'nom', 'Sg')"
2810,uspeha,uspeh_gen_Sg,47,"('#u', 'us', 'sp', 'pe', 'eh', 'ha', 'a#')","('uspeh', 'gen', 'Sg')"
2811,uspehu,uspeh_dat_Sg,12,"('#u', 'us', 'sp', 'pe', 'eh', 'hu', 'u#')","('uspeh', 'dat', 'Sg')"
2812,uspeh,uspeh_acc_Sg,71,"('#u', 'us', 'sp', 'pe', 'eh', 'h#')","('uspeh', 'acc', 'Sg')"
2813,uspehom,uspeh_ins_Sg,30,"('#u', 'us', 'sp', 'pe', 'eh', 'ho', 'om', 'm#')","('uspeh', 'ins', 'Sg')"
2814,uspehu,uspeh_loc_Sg,13,"('#u', 'us', 'sp', 'pe', 'eh', 'hu', 'u#')","('uspeh', 'loc', 'Sg')"
2815,uspesi,uspeh_nom_Pl,20,"('#u', 'us', 'sp', 'pe', 'es', 'si', 'i#')","('uspeh', 'nom', 'Pl')"
2816,uspeha,uspeh_gen_Pl,25,"('#u', 'us', 'sp', 'pe', 'eh', 'ha', 'a#')","('uspeh', 'gen', 'Pl')"
2817,uspesima,uspeh_dat_Pl,4,"('#u', 'us', 'sp', 'pe', 'es', 'si', 'im', 'ma', 'a#')","('uspeh', 'dat', 'Pl')"
2818,uspehe,uspeh_acc_Pl,63,"('#u', 'us', 'sp', 'pe', 'eh', 'he', 'e#')","('uspeh', 'acc', 'Pl')"
2819,uspesima,uspeh_ins_Pl,11,"('#u', 'us', 'sp', 'pe', 'es', 'si', 'im', 'ma', 'a#')","('uspeh', 'ins', 'Pl')"
2820,uspesima,uspeh_loc_Pl,10,"('#u', 'us', 'sp', 'pe', 'es', 'si', 'im', 'ma', 'a#')","('uspeh', 'loc', 'Pl')"
2821,ustanova,ustanova_nom_Sg,17,"('#u', 'us', 'st', 'ta', 'an', 'no', 'ov', 'va', 'a#')","('ustanova', 'nom', 'Sg')"
2822,ustanove,ustanova_gen_Sg,11,"('#u', 'us', 'st', 'ta', 'an', 'no', 'ov', 've', 'e#')","('ustanova', 'gen', 'Sg')"
2823,ustanovi,ustanova_dat_Sg,5,"('#u', 'us', 'st', 'ta', 'an', 'no', 'ov', 'vi', 'i#')","('ustanova', 'dat', 'Sg')"
2824,ustanovu,ustanova_acc_Sg,3,"('#u', 'us', 'st', 'ta', 'an', 'no', 'ov', 'vu', 'u#')","('ustanova', 'acc', 'Sg')"
2825,ustanovom,ustanova_ins_Sg,1,"('#u', 'us', 'st', 'ta', 'an', 'no', 'ov', 'vo', 'om', 'm#')","('ustanova', 'ins', 'Sg')"
2826,ustanovi,ustanova_loc_Sg,2,"('#u', 'us', 'st', 'ta', 'an', 'no', 'ov', 'vi', 'i#')","('ustanova', 'loc', 'Sg')"
2827,ustanove,ustanova_nom_Pl,85,"('#u', 'us', 'st', 'ta', 'an', 'no', 'ov', 've', 'e#')","('ustanova', 'nom', 'Pl')"
2828,ustanova,ustanova_gen_Pl,78,"('#u', 'us', 'st', 'ta', 'an', 'no', 'ov', 'va', 'a#')","('ustanova', 'gen', 'Pl')"
2829,ustanovama,ustanova_dat_Pl,24,"('#u', 'us', 'st', 'ta', 'an', 'no', 'ov', 'va', 'am', 'ma', 'a#')","('ustanova', 'dat', 'Pl')"
2830,ustanove,ustanova_acc_Pl,24,"('#u', 'us', 'st', 'ta', 'an', 'no', 'ov', 've', 'e#')","('ustanova', 'acc', 'Pl')"
2831,ustanovama,ustanova_ins_Pl,6,"('#u', 'us', 'st', 'ta', 'an', 'no', 'ov', 'va', 'am', 'ma', 'a#')","('ustanova', 'ins', 'Pl')"
2832,ustanovama,ustanova_loc_Pl,36,"('#u', 'us', 'st', 'ta', 'an', 'no', 'ov', 'va', 'am', 'ma', 'a#')","('ustanova', 'loc', 'Pl')"
2833,val,val_nom_Sg,112,"('#v', 'va', 'al', 'l#')","('val', 'nom', 'Sg')"
2834,vala,val_gen_Sg,43,"('#v', 'va', 'al', 'la', 'a#')","('val', 'gen', 'Sg')"
2835,valu,val_dat_Sg,14,"('#v', 'va', 'al', 'lu', 'u#')","('val', 'dat', 'Sg')"
2836,val,val_acc_Sg,35,"('#v', 'va', 'al', 'l#')","('val', 'acc', 'Sg')"
2837,valom,val_ins_Sg,35,"('#v', 'va', 'al', 'lo', 'om', 'm#')","('val', 'ins', 'Sg')"
2838,valu,val_loc_Sg,42,"('#v', 'va', 'al', 'lu', 'u#')","('val', 'loc', 'Sg')"
2839,vali,val_nom_Pl,125,"('#v', 'va', 'al', 'li', 'i#')","('val', 'nom', 'Pl')"
